StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q1_1	Q1_2	Q1_3	Q1_4	Q1_5	Q1_6	Q1_7
2021-01-11 17:04:49	2021-01-11 17:05:09	IP Address	219.142.99.14	100	19	True	2021-01-11 17:05:09	R_2R9utYa5pxocxlr					39.928802490234375	116.388885498046875	anonymous	ZH-S	完全同意	完全同意	完全同意	完全反对	完全同意	完全同意	中立
2021-01-11 17:20:22	2021-01-11 17:20:46	IP Address	59.64.54.119	100	23	True	2021-01-11 17:20:46	R_2DNbo98G0DRfd07					24.31170654296875	109.3861083984375	anonymous	ZH-S	完全同意	完全同意	完全同意	完全反对	完全同意	完全同意	比较同意
2021-01-11 18:22:56	2021-01-11 18:23:22	IP Address	59.64.54.119	100	26	True	2021-01-11 18:23:22	R_31F7Z8F6gpNZzKw					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	同意	完全反对	完全同意	同意	中立
2021-01-11 18:44:22	2021-01-11 18:44:48	IP Address	59.64.54.119	100	25	True	2021-01-11 18:44:48	R_shDwiZXpVoX4yzv					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	比较同意	比较同意	反对	同意	比较同意	反对
2021-01-11 19:40:18	2021-01-11 19:40:46	IP Address	59.64.54.119	100	28	True	2021-01-11 19:40:47	R_W7fgnCfcw23yuWd					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	比较同意	中立	中立	比较反对	比较同意	反对
2021-01-11 19:55:28	2021-01-11 19:55:56	IP Address	59.64.54.119	100	28	True	2021-01-11 19:55:56	R_2uZDJ5Aj9dav3X4					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较反对	中立	比较反对	比较同意	反对	中立	完全反对
2021-01-11 20:37:01	2021-01-11 20:37:38	IP Address	59.64.54.119	100	36	True	2021-01-11 20:37:38	R_1ClL0PUhfCGCNGG					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	完全同意	反对	同意	同意	同意
2021-01-11 20:53:36	2021-01-11 20:54:05	IP Address	59.64.54.119	100	29	True	2021-01-11 20:54:06	R_SAZeQp0N4JQtLqN					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	完全同意	完全反对	完全同意	完全同意	同意
2021-01-11 23:13:41	2021-01-11 23:14:05	IP Address	59.64.54.119	100	24	True	2021-01-11 23:14:06	R_3EQmTlwLrY332YK					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	比较同意	中立	比较反对	比较同意	中立	反对
2021-01-11 23:28:37	2021-01-11 23:28:54	IP Address	59.64.54.119	100	17	True	2021-01-11 23:28:54	R_veS7VfIjdJhK8HD					24.31170654296875	109.3861083984375	anonymous	ZH-S	中立	中立	比较反对	比较同意	比较同意	中立	反对
2021-01-11 23:36:43	2021-01-11 23:37:10	IP Address	59.64.54.119	100	26	True	2021-01-11 23:37:10	R_10T5F6kjeyWPpku					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	比较同意	同意	比较反对	同意	比较同意	比较反对
2021-01-11 23:54:15	2021-01-11 23:55:00	IP Address	59.64.54.119	100	44	True	2021-01-11 23:55:00	R_2OMW1hNGbIIQplD					24.31170654296875	109.3861083984375	anonymous	ZH-S	中立	中立	中立	比较同意	同意	中立	完全反对
2021-01-12 00:05:38	2021-01-12 00:06:06	IP Address	59.64.54.119	100	27	True	2021-01-12 00:06:06	R_1PRvAMU2ZvxdnR9					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	同意	反对	同意	同意	比较同意
2021-01-12 00:25:07	2021-01-12 00:25:28	IP Address	59.64.54.119	100	20	True	2021-01-12 00:25:28	R_2CpjEHS820ao0Oy					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	同意	比较反对	同意	同意	比较同意
2021-01-12 00:31:31	2021-01-12 00:31:50	IP Address	59.64.54.119	100	19	True	2021-01-12 00:31:50	R_2ceCIYQZmgfdXpZ					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	同意	反对	完全同意	比较同意	中立
2021-01-12 00:46:10	2021-01-12 00:46:30	IP Address	59.64.54.119	100	19	True	2021-01-12 00:46:30	R_1LXoyrem8yNYbJo					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	同意	同意	比较反对	完全同意	同意	反对
2021-01-12 01:13:36	2021-01-12 01:13:58	IP Address	59.64.54.119	100	21	True	2021-01-12 01:13:58	R_DNAfQ02OZRslKoN					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	比较同意	比较同意	比较反对	中立	比较同意	中立
2021-01-12 01:28:46	2021-01-12 01:29:18	IP Address	59.64.54.119	100	31	True	2021-01-12 01:29:18	R_24kIs0mYfyoQq0x					24.31170654296875	109.3861083984375	anonymous	ZH-S	中立	比较同意	比较同意	比较反对	中立	中立	比较反对
2021-01-12 02:33:26	2021-01-12 02:33:51	IP Address	59.64.54.119	100	24	True	2021-01-12 02:33:51	R_33eUsw2TFG3ez97					24.31170654296875	109.3861083984375	anonymous	ZH-S	完全同意	完全同意	同意	完全反对	完全同意	完全同意	比较同意
2021-01-12 02:49:51	2021-01-12 02:51:00	IP Address	59.64.54.119	100	68	True	2021-01-12 02:51:00	R_sjrz6aK40xdfiJb					24.31170654296875	109.3861083984375	anonymous	ZH-S	完全同意	比较同意	中立	反对	完全同意	同意	比较同意
2021-01-12 02:58:11	2021-01-12 02:58:36	IP Address	59.64.54.119	100	25	True	2021-01-12 02:58:37	R_3lFz7VDjkLzUjfZ					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	同意	同意	比较反对	同意	同意	中立
2021-01-12 03:14:38	2021-01-12 03:15:02	IP Address	59.64.54.119	100	24	True	2021-01-12 03:15:02	R_27Oj4Kudrljicgt					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较反对	中立	比较同意	比较同意	同意	中立	比较反对
2021-01-12 03:24:03	2021-01-12 03:24:28	IP Address	59.64.54.119	100	24	True	2021-01-12 03:24:28	R_RlRB3E65k6BDUMp					24.31170654296875	109.3861083984375	anonymous	ZH-S	完全同意	完全同意	同意	反对	同意	同意	比较同意
2021-01-12 03:38:58	2021-01-12 03:39:28	IP Address	59.64.54.119	100	29	True	2021-01-12 03:39:28	R_O9zegpIDgVWilI5					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	同意	比较同意	同意	中立	比较反对
2021-01-12 04:02:35	2021-01-12 04:03:09	IP Address	59.64.54.119	100	34	True	2021-01-12 04:03:09	R_0cbKgsyWrU9xTlT					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	中立	中立	比较同意	同意	中立	反对
2021-01-12 04:20:00	2021-01-12 04:20:34	IP Address	59.64.54.119	100	33	True	2021-01-12 04:20:34	R_0pSK2ZAhHOXiLU5					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	同意	中立	比较反对	完全同意	比较同意	比较反对
2021-01-12 04:34:37	2021-01-12 04:35:16	IP Address	59.64.54.119	100	39	True	2021-01-12 04:35:16	R_1dmdbZ2TBsnbEHj					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	比较同意	比较反对	中立	中立	比较反对
2021-01-12 04:51:33	2021-01-12 04:51:57	IP Address	59.64.54.119	100	23	True	2021-01-12 04:51:57	R_2uJPvITvPUgqWrv					24.31170654296875	109.3861083984375	anonymous	ZH-S	中立	比较同意	同意	比较反对	比较同意	比较同意	中立
2021-01-12 05:00:18	2021-01-12 05:00:32	IP Address	59.64.54.119	100	13	True	2021-01-12 05:00:32	R_1r99C0uxmgfR0WN					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	比较同意	比较同意	比较同意	中立	比较同意	比较反对
2021-01-12 05:15:09	2021-01-12 05:15:26	IP Address	219.142.99.14	100	17	True	2021-01-12 05:15:26	R_1qemHmj1YC2S353					39.928802490234375	116.388885498046875	anonymous	ZH-S	同意	同意	同意	反对	比较同意	比较同意	比较反对
2021-01-12 05:36:50	2021-01-12 05:37:44	IP Address	59.64.54.119	100	53	True	2021-01-12 05:37:44	R_2ARM8x1rW7sp7Jp					24.31170654296875	109.3861083984375	anonymous	ZH-S	中立	比较同意	比较同意	比较反对	比较同意	同意	比较反对
2021-01-12 05:53:17	2021-01-12 05:53:34	IP Address	219.142.99.14	100	17	True	2021-01-12 05:53:34	R_sMbPG5JHykYM3f3					39.928802490234375	116.388885498046875	anonymous	ZH-S	中立	中立	中立	比较反对	比较同意	中立	中立
2021-01-12 06:00:55	2021-01-12 06:01:19	IP Address	59.64.54.119	100	23	True	2021-01-12 06:01:19	R_2dEAFk5xmadVKE3					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较反对	比较反对	比较反对	比较同意	同意	比较反对	反对
2021-01-12 06:16:34	2021-01-12 06:16:56	IP Address	59.64.54.119	100	22	True	2021-01-12 06:16:56	R_9S2b8a0wJiBwp33					24.31170654296875	109.3861083984375	anonymous	ZH-S	反对	比较反对	比较反对	比较同意	同意	反对	完全反对
2021-01-12 06:43:38	2021-01-12 06:44:10	IP Address	59.64.54.119	100	32	True	2021-01-12 06:44:11	R_28FIcpf2prC6hlb					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	比较同意	比较同意	比较反对	同意	中立	反对
2021-01-12 07:00:55	2021-01-12 07:01:28	IP Address	59.64.54.119	100	33	True	2021-01-12 07:01:29	R_3HCtZn1xuK09yp8					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	同意	同意	同意	完全同意	同意	中立
2021-01-12 17:41:54	2021-01-12 17:42:27	IP Address	59.64.54.119	100	32	True	2021-01-12 17:42:27	R_3EpdICYSFDyuNmE					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	比较同意	同意	比较反对	同意	比较同意	中立
2021-01-12 17:58:31	2021-01-12 17:59:19	IP Address	59.64.54.119	100	47	True	2021-01-12 17:59:19	R_2Sui2BtF2OxJVwe					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	比较同意	同意	比较反对	完全同意	同意	中立
2021-01-12 18:11:00	2021-01-12 18:11:42	IP Address	59.64.54.119	100	41	True	2021-01-12 18:11:42	R_9BH4YtlYaJx6sy5					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	同意	比较同意	反对	同意	比较同意	反对
2021-01-12 18:30:17	2021-01-12 18:30:48	IP Address	59.64.54.119	100	30	True	2021-01-12 18:30:48	R_3O0OmtVX7w6UxBQ					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	比较同意	比较同意	中立	中立	比较同意	比较反对
2021-01-12 18:39:38	2021-01-12 18:40:00	IP Address	59.64.54.119	100	21	True	2021-01-12 18:40:00	R_1kFkxDFhepxhDxw					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	比较同意	同意	比较同意	中立	中立	比较反对
2021-01-12 18:54:34	2021-01-12 18:54:48	IP Address	59.64.54.119	100	13	True	2021-01-12 18:54:49	R_1PdQwU5zA1whFdS					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	比较同意	比较同意	中立	中立	中立	中立
2021-01-12 19:05:03	2021-01-12 19:05:42	IP Address	59.64.54.119	100	38	True	2021-01-12 19:05:42	R_2YazvNh9IJS5xL3					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	同意	反对	同意	同意	中立
2021-01-12 19:20:13	2021-01-12 19:20:39	IP Address	59.64.54.119	100	25	True	2021-01-12 19:20:39	R_2zqeO8qZERGxh6I					24.31170654296875	109.3861083984375	anonymous	ZH-S	中立	中立	中立	反对	比较同意	比较同意	中立
2021-01-12 19:45:26	2021-01-12 19:46:15	IP Address	59.64.54.119	100	49	True	2021-01-12 19:46:15	R_1QaruKoMFntyvKN					24.31170654296875	109.3861083984375	anonymous	ZH-S	中立	比较同意	中立	中立	比较反对	中立	反对
2021-01-12 20:02:07	2021-01-12 20:02:39	IP Address	59.64.54.119	100	31	True	2021-01-12 20:02:39	R_DoXXKauucPT1fd7					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	比较同意	中立	中立	中立	中立	比较反对
2021-01-12 20:10:59	2021-01-12 20:11:24	IP Address	59.64.54.119	100	25	True	2021-01-12 20:11:24	R_3RdzmLmE7ud9TFi					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	同意	反对	同意	同意	比较同意
2021-01-12 20:29:52	2021-01-12 20:30:41	IP Address	59.64.54.119	100	49	True	2021-01-12 20:30:41	R_308fpGJRRI4nIYH					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	比较同意	同意	反对	比较同意	比较同意	反对
2021-01-12 20:39:58	2021-01-12 20:40:31	IP Address	59.64.54.119	100	32	True	2021-01-12 20:40:31	R_3mn0v5FB9tgIIlo					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	完全同意	反对	同意	比较同意	中立
2021-01-12 20:56:08	2021-01-12 20:56:29	IP Address	59.64.54.119	100	21	True	2021-01-12 20:56:29	R_1LYcqduZV9CFcrj					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	比较同意	反对	同意	比较同意	中立
2021-01-12 22:05:56	2021-01-12 22:06:43	IP Address	59.64.54.119	100	46	True	2021-01-12 22:06:43	R_1n2Uj8YYeGUEOxu					24.31170654296875	109.3861083984375	anonymous	ZH-S	完全同意	完全同意	完全同意	反对	同意	同意	中立
2021-01-12 22:24:24	2021-01-12 22:24:49	IP Address	59.64.54.119	100	24	True	2021-01-12 22:24:49	R_2E6jes1DXHinO7u					24.31170654296875	109.3861083984375	anonymous	ZH-S	完全同意	完全同意	同意	反对	比较同意	同意	中立
2021-01-12 22:31:17	2021-01-12 22:31:43	IP Address	59.64.54.119	100	25	True	2021-01-12 22:31:43	R_2rUUROkzQZJNIvz					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	同意	反对	比较同意	比较同意	比较反对
2021-01-12 22:46:57	2021-01-12 22:47:12	IP Address	59.64.54.119	100	15	True	2021-01-12 22:47:12	R_2WOO2FpmCpQCD51					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	同意	反对	比较同意	比较同意	反对
2021-01-12 22:58:46	2021-01-12 22:59:10	IP Address	59.64.54.119	100	24	True	2021-01-12 22:59:10	R_3NWoIZwz4xdK4un					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	同意	反对	完全同意	比较同意	中立
2021-01-12 23:15:02	2021-01-12 23:15:23	IP Address	59.64.54.119	100	21	True	2021-01-12 23:15:23	R_1Ok0xURj92QRJrD					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	同意	反对	同意	中立	比较反对
2021-01-12 23:38:12	2021-01-12 23:38:34	IP Address	59.64.54.119	100	21	True	2021-01-12 23:38:34	R_2ygxsmYw3Q55CcG					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	比较同意	比较同意	反对	同意	同意	中立
2021-01-12 23:53:48	2021-01-12 23:54:18	IP Address	59.64.54.119	100	29	True	2021-01-12 23:54:18	R_6liBkVkHQTvErE5					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	比较同意	比较同意	比较反对	比较同意	中立	中立
2021-01-13 00:08:17	2021-01-13 00:08:57	IP Address	59.64.54.119	100	40	True	2021-01-13 00:08:57	R_3GuL4VUuVslTkYQ					24.31170654296875	109.3861083984375	anonymous	ZH-S	中立	中立	比较同意	同意	同意	中立	反对
2021-01-13 00:24:50	2021-01-13 00:25:15	IP Address	59.64.54.119	100	24	True	2021-01-13 00:25:15	R_rrNlT13OvvrztmN					24.31170654296875	109.3861083984375	anonymous	ZH-S	中立	中立	比较反对	比较同意	中立	比较反对	反对
2021-01-13 01:08:54	2021-01-13 01:09:10	IP Address	59.64.54.119	100	15	True	2021-01-13 01:09:10	R_3jTmbJHonV9m7Go					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	同意	完全反对	完全同意	同意	中立
2021-01-13 01:25:00	2021-01-13 01:25:13	IP Address	59.64.54.119	100	13	True	2021-01-13 01:25:13	R_eFm9tvjlgNoya65					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	同意	同意	比较反对	同意	同意	中立
2021-01-13 01:34:10	2021-01-13 01:34:37	IP Address	59.64.54.119	100	27	True	2021-01-13 01:34:37	R_6ioTcrE374zivLP					24.31170654296875	109.3861083984375	anonymous	ZH-S	完全同意	完全同意	同意	反对	完全同意	完全同意	比较同意
2021-01-13 01:50:47	2021-01-13 01:51:33	IP Address	59.64.54.119	100	45	True	2021-01-13 01:51:33	R_dnHDMc19fhRggCd					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	完全同意	比较反对	同意	中立	中立
2021-01-13 01:58:34	2021-01-13 01:59:05	IP Address	59.64.54.119	100	30	True	2021-01-13 01:59:05	R_272Oezr9JCgLWO2					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	同意	同意	反对	同意	比较同意	比较反对
2021-01-13 02:14:11	2021-01-13 02:14:25	IP Address	59.64.54.119	100	13	True	2021-01-13 02:14:25	R_2c6gdy7y8f4JyPn					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	同意	中立	比较同意	比较同意	中立
2021-01-13 02:35:34	2021-01-13 02:35:58	IP Address	59.64.54.119	100	23	True	2021-01-13 02:35:58	R_3P6vjKfWWeIO6kx					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	同意	完全反对	完全同意	完全同意	中立
2021-01-13 02:50:38	2021-01-13 02:51:04	IP Address	59.64.54.119	100	25	True	2021-01-13 02:51:04	R_2v2kX5HbIXVxkKv					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	比较同意	比较同意	完全反对	完全同意	中立	比较反对
2021-01-13 03:14:43	2021-01-13 03:15:15	IP Address	219.142.99.14	100	32	True	2021-01-13 03:15:16	R_10OYZPCiPj6zLDH					39.928802490234375	116.388885498046875	anonymous	ZH-S	比较同意	比较同意	中立	反对	比较同意	比较同意	比较反对
2021-01-13 03:32:53	2021-01-13 03:33:25	IP Address	59.64.54.119	100	32	True	2021-01-13 03:33:26	R_T5d5kzO0fexT78d					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	比较反对	比较反对	中立	比较同意	中立	比较反对
2021-01-13 03:40:47	2021-01-13 03:41:25	IP Address	59.64.54.119	100	38	True	2021-01-13 03:41:26	R_25LTzmUvn1SMxsx					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	比较同意	比较同意	同意	中立	比较反对
