StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q1_1	Q1_2	Q1_3	Q1_4	Q1_5	Q1_6	Q1_7	Q1_8	Q1_9	Q1_10	Q4_1	Q4_2	Q4_3	Q4_4	Q4_5	Q4_6	Q4_7	Q4_8	Q4_9	Q4_10	Q4_11	Q4_12	Q4_13	Q4_14	Q4_15	Q4_16	Q4_17	Q4_18	Q4_19	Q4_20	Q4_21	Q4_22	Q4_23	Q4_24	Q4_25	Q4_26	Q4_27	Q4_28	Q4_29	Q4_30	Q4_31	Q4_32	Q4_33	Q4_34	Q4_35	Q4_36	Q4_37	Q4_38	Q4_39	Q4_40	Q4_41	Q4_42	Q2
2021-01-13 04:29:31	2021-01-13 04:32:08	IP Address	117.136.0.19	100	156	True	2021-01-13 04:32:08	R_2RRn2Tb3byDGNi3					39.928802490234375	116.388885498046875	qr	ZH-S	比较同意	比较反对	比较同意	完全同意	比较同意	比较同意	比较反对	比较反对	比较反对	比较同意	同意	反对	同意	有点反对	非常同意	有点同意	同意	反对	有点反对	同意	非常同意	有点同意	非常同意	非常同意	同意	同意	同意	非常同意	非常同意	反对	反对	同意	有点反对	同意	同意	同意	同意	同意	同意	同意	同意	同意	非常同意	有点反对	有点同意	非常同意	同意	同意	有点同意	非常同意	反对	有点同意	202021130045
2021-01-13 05:01:13	2021-01-13 05:07:47	IP Address	210.31.76.244	100	394	True	2021-01-13 05:07:48	R_1jBym6kbHpA36ec					39.4810943603515625	115.963287353515625	qr	ZH-S	完全同意	比较同意	完全不同意	比较同意	完全同意	比较同意	比较同意	比较反对	完全不同意	比较同意	非常反对	有点反对	反对	有点反对	有点同意	非常反对	反对	有点反对	反对	非常同意	有点反对	反对	非常同意	非常同意	非常同意	非常同意	非常同意	同意	同意	非常反对	非常反对	非常同意	有点反对	同意	同意	同意	非常同意	非常同意	非常同意	非常同意	非常同意	非常同意	同意	有点反对	有点同意	非常同意	同意	有点同意	有点反对	非常同意	反对	有点同意	202011998131
2021-01-13 05:33:21	2021-01-13 05:36:59	IP Address	61.148.243.249	100	218	True	2021-01-13 05:37:00	R_2Etxru1yRXMRiW2					39.928802490234375	116.388885498046875	qr	ZH-S	比较同意	中立	比较同意	完全同意	比较同意	比较同意	比较反对	比较反对	中立	中立	有点同意	同意	同意	有点反对	有点同意	同意	同意	非常同意	反对	同意	同意	有点同意	有点同意	同意	同意	有点同意	同意	同意	同意	反对	反对	非常同意	反对	同意	有点同意	有点同意	同意	有点同意	同意	同意	同意	同意	有点同意	非常同意	同意	同意	有点反对	同意	有点同意	同意	反对	有点同意	202011061107
2021-01-13 06:01:31	2021-01-13 06:07:03	IP Address	210.31.76.229	100	332	True	2021-01-13 06:07:03	R_1rBtsq9k0LJ4xAe					39.4810943603515625	115.963287353515625	qr	ZH-S	比较同意	比较同意	完全同意	完全同意	完全同意	比较同意	中立	比较反对	完全不同意	比较反对	有点同意	同意	反对	反对	非常同意	有点反对	有点反对	同意	反对	非常同意	非常同意	非常同意	非常同意	非常同意	非常同意	非常同意	同意	有点同意	同意	反对	非常反对	非常同意	非常反对	非常同意	非常反对	反对	反对	反对	非常反对	反对	有点反对	非常反对	反对	有点反对	同意	非常反对	非常反对	非常反对	非常反对	有点同意	反对	有点同意	201921150016
2021-01-13 06:59:50	2021-01-13 07:05:53	IP Address	106.120.232.218	100	363	True	2021-01-13 07:05:54	R_2whG1zm3bk6nvHD					39.928802490234375	116.388885498046875	qr	ZH-S	比较同意	比较同意	完全同意	中立	比较同意	完全同意	比较反对	比较反对	比较反对	中立	同意	同意	同意	反对	非常同意	同意	非常同意	同意	有点同意	有点反对	有点同意	有点同意	有点反对	有点反对	有点反对	有点反对	同意	同意	有点同意	反对	反对	非常同意	有点反对	有点同意	同意	有点同意	同意	有点同意	反对	有点同意	非常同意	同意	有点反对	同意	同意	反对	有点反对	反对	反对	有点同意	反对	有点同意	201711200105
2021-01-13 07:19:34	2021-01-13 07:30:13	IP Address	223.104.38.166	100	639	True	2021-01-13 07:30:13	R_1OVke3hJ5ggMfWD					39.928802490234375	116.388885498046875	qr	ZH-S	比较同意	比较同意	中立	比较同意	比较同意	比较同意	比较反对	比较反对	比较反对	比较同意	反对	反对	反对	有点同意	有点同意	反对	有点反对	有点反对	反对	非常同意	同意	同意	同意	非常同意	同意	有点同意	同意	同意	同意	有点反对	反对	同意	反对	同意	同意	同意	有点反对	有点同意	有点同意	有点同意	有点同意	有点同意	有点反对	同意	有点同意	反对	反对	有点同意	有点同意	有点反对	反对	有点同意	201911080266
2021-01-13 17:34:31	2021-01-13 17:37:36	IP Address	114.242.249.110	100	185	True	2021-01-13 17:37:36	R_1jwzXRsBKKCXHAU					39.928802490234375	116.388885498046875	qr	ZH-S	比较同意	中立	中立	比较同意	比较同意	比较同意	比较反对	中立	比较反对	中立	非常同意	同意	非常同意	反对	非常同意	同意	非常同意	非常同意	同意	有点反对	有点反对	有点反对	有点反对	同意	有点反对	有点反对	有点同意	同意	有点同意	有点同意	非常同意	反对	有点同意	有点反对	有点同意	有点同意	同意	有点同意	有点反对	有点反对	有点同意	有点同意	非常同意	有点反对	有点反对	同意	同意	反对	有点反对	同意	反对	有点同意	201911011116
2021-01-13 18:03:50	2021-01-13 18:14:21	IP Address	114.242.248.127	100	630	True	2021-01-13 18:14:21	R_OEjt7rbWDNKoeqJ					39.928802490234375	116.388885498046875	qr	ZH-S	比较同意	中立	比较反对	比较同意	比较同意	比较反对	完全同意	比较反对	比较反对	比较同意	有点反对	有点反对	同意	反对	同意	有点反对	同意	有点同意	有点同意	有点反对	同意	非常同意	同意	反对	有点同意	反对	非常同意	非常同意	非常同意	反对	有点反对	同意	反对	有点同意	有点反对	有点同意	有点反对	有点反对	有点反对	反对	同意	有点反对	有点同意	反对	有点反对	有点同意	有点同意	反对	反对	同意	反对	有点同意	201911051139
2021-01-13 18:59:41	2021-01-13 19:04:06	IP Address	219.142.99.24	100	265	True	2021-01-13 19:04:07	R_2TGoFudZmq3Vua6					39.928802490234375	116.388885498046875	qr	ZH-S	中立	比较同意	比较反对	完全同意	比较同意	比较同意	比较同意	比较反对	比较反对	比较反对	有点同意	反对	有点同意	有点同意	反对	同意	同意	有点反对	同意	同意	同意	同意	有点同意	非常同意	同意	同意	同意	同意	同意	有点反对	有点反对	同意	反对	有点反对	同意	非常同意	有点反对	反对	反对	反对	同意	有点同意	反对	同意	同意	有点反对	有点反对	反对	有点反对	有点同意	反对	有点同意	201711010204
2021-01-13 19:25:45	2021-01-13 19:29:31	IP Address	223.104.38.18	100	226	True	2021-01-13 19:29:32	R_2RaCPTkwO50S5y5					39.928802490234375	116.388885498046875	qr	ZH-S	比较同意	比较同意	比较同意	比较同意	比较同意	比较同意	中立	中立	比较反对	比较同意	有点反对	反对	有点同意	有点同意	有点同意	有点同意	有点反对	有点反对	有点反对	有点同意	有点同意	有点同意	同意	有点同意	同意	有点同意	有点同意	有点同意	有点同意	有点反对	反对	同意	有点反对	有点同意	有点同意	有点同意	有点同意	有点反对	有点反对	有点反对	同意	有点同意	有点同意	有点同意	有点同意	有点反对	有点反对	有点反对	有点反对	同意	反对	有点同意	201711120106
2021-01-13 20:24:14	2021-01-13 20:27:05	IP Address	117.136.0.205	100	171	True	2021-01-13 20:27:06	R_ex77df8DtEVSt9L					39.928802490234375	116.388885498046875	qr	ZH-S	比较同意	比较同意	比较反对	比较反对	完全同意	完全同意	比较同意	完全不同意	比较反对	比较反对	同意	同意	非常同意	反对	同意	非常同意	非常同意	同意	有点反对	有点同意	非常同意	有点同意	同意	非常同意	有点同意	同意	同意	有点同意	有点同意	有点反对	有点同意	同意	有点反对	非常同意	反对	同意	有点同意	反对	有点反对	反对	有点反对	同意	有点反对	非常同意	同意	反对	反对	有点反对	有点反对	同意	反对	有点同意	202011998124
2021-01-13 21:27:44	2021-01-13 21:31:06	IP Address	113.200.205.22	100	201	True	2021-01-13 21:31:07	R_28SYZVMrwaqJ9UE					34.2906036376953125	108.93548583984375	qr	ZH-S	完全同意	完全同意	完全同意	完全同意	比较同意	完全同意	中立	比较反对	中立	比较反对	有点反对	有点同意	有点同意	反对	同意	有点同意	同意	同意	同意	同意	同意	有点同意	非常同意	有点反对	非常同意	同意	有点反对	同意	同意	有点反对	有点同意	同意	有点同意	有点反对	同意	同意	同意	有点同意	同意	有点同意	非常同意	同意	有点反对	有点反对	有点反对	同意	有点同意	反对	反对	有点反对	反对	有点同意	202011061039
2021-01-13 22:23:01	2021-01-13 22:28:19	IP Address	219.142.99.27	100	318	True	2021-01-13 22:28:20	R_3CUfVQ4fHweuXpp					39.928802490234375	116.388885498046875	qr	ZH-S	比较同意	比较同意	比较反对	完全同意	比较同意	完全同意	比较同意	比较反对	比较反对	比较反对	反对	有点反对	有点同意	同意	同意	有点同意	有点同意	有点反对	反对	有点同意	同意	有点同意	有点同意	同意	有点同意	同意	同意	同意	同意	反对	有点反对	同意	反对	同意	有点同意	同意	同意	有点同意	有点同意	同意	非常同意	同意	同意	反对	反对	有点同意	有点同意	同意	有点同意	非常同意	反对	有点同意	202011061010
2021-01-13 22:54:18	2021-01-13 23:02:40	IP Address	117.136.0.210	100	501	True	2021-01-13 23:02:41	R_1mQ5ik6guCR6i8Q					39.928802490234375	116.388885498046875	qr	ZH-S	比较反对	比较同意	比较同意	比较同意	比较同意	比较反对	比较同意	中立	比较反对	比较反对	有点反对	反对	反对	有点同意	有点同意	有点反对	有点反对	有点反对	有点反对	有点同意	同意	非常同意	同意	同意	有点同意	有点同意	非常同意	非常同意	非常同意	有点反对	有点同意	同意	有点反对	同意	有点反对	有点同意	有点同意	有点反对	有点反对	有点反对	同意	同意	有点反对	有点同意	有点同意	有点反对	有点反对	有点反对	有点反对	有点同意	反对	有点同意	201711061211
2021-01-13 23:22:13	2021-01-13 23:25:50	IP Address	117.136.0.253	100	217	True	2021-01-13 23:25:51	R_2yqI9Kkzqr6nlrS					39.928802490234375	116.388885498046875	qr	ZH-S	比较反对	比较同意	比较反对	比较同意	比较同意	比较同意	比较同意	比较同意	比较同意	比较同意	有点同意	有点反对	有点反对	有点同意	同意	有点同意	有点同意	有点反对	有点反对	同意	同意	有点同意	有点同意	有点同意	有点同意	同意	同意	同意	同意	反对	反对	有点同意	有点反对	同意	同意	同意	同意	有点同意	有点同意	同意	同意	同意	有点同意	同意	有点同意	有点反对	有点反对	反对	有点反对	同意	反对	有点同意	201911080911
2021-01-14 00:29:52	2021-01-14 00:38:39	IP Address	117.136.0.87	100	526	True	2021-01-14 00:38:39	R_1nOziJeYH0g0zcV					39.928802490234375	116.388885498046875	qr	ZH-S	比较反对	比较同意	中立	比较同意	比较同意	中立	中立	中立	比较反对	中立	反对	反对	反对	同意	反对	反对	反对	反对	有点反对	同意	同意	有点同意	同意	同意	有点同意	同意	同意	有点同意	有点同意	反对	有点反对	同意	有点反对	有点反对	有点反对	有点反对	有点同意	有点反对	有点反对	有点反对	有点反对	有点同意	有点同意	有点反对	有点同意	同意	有点同意	同意	有点同意	同意	反对	有点同意	201811030519
2021-01-14 00:56:21	2021-01-14 00:59:06	IP Address	124.64.18.196	100	164	True	2021-01-14 00:59:06	R_33vUPnIOfRYsJ6A					39.928802490234375	116.388885498046875	qr	ZH-S	中立	完全同意	比较同意	完全同意	完全同意	比较同意	比较同意	比较同意	比较反对	中立	同意	有点同意	有点同意	非常反对	同意	非常同意	有点同意	同意	反对	有点反对	反对	反对	有点反对	非常反对	有点反对	非常反对	有点反对	有点同意	反对	有点同意	有点反对	同意	有点反对	有点同意	有点同意	同意	有点同意	反对	反对	反对	有点同意	有点同意	有点同意	有点同意	有点同意	有点反对	有点反对	非常反对	非常反对	同意	反对	有点同意	202011051030
2021-01-14 01:50:52	2021-01-14 01:53:13	IP Address	223.104.38.187	100	140	True	2021-01-14 01:53:13	R_oYRYDSctM2z3Sy5					39.928802490234375	116.388885498046875	qr	ZH-S	完全同意	完全同意	比较同意	完全同意	完全同意	完全同意	比较同意	完全不同意	比较反对	比较同意	有点同意	反对	非常同意	同意	有点反对	反对	有点同意	有点同意	有点同意	有点同意	反对	有点同意	同意	有点反对	反对	有点反对	同意	同意	同意	有点反对	有点同意	有点同意	有点反对	有点同意	非常同意	同意	同意	有点同意	同意	有点同意	有点反对	有点同意	有点反对	非常同意	非常同意	有点反对	有点同意	反对	非常反对	同意	反对	有点同意	202011081077
2021-01-14 02:21:41	2021-01-14 02:25:55	IP Address	210.31.76.243	100	253	True	2021-01-14 02:25:55	R_smPSPiLdZUkfnvb					39.4810943603515625	115.963287353515625	qr	ZH-S	中立	比较同意	中立	比较反对	完全同意	比较同意	比较同意	比较反对	比较反对	比较同意	同意	有点反对	有点反对	有点同意	同意	有点反对	有点同意	有点反对	有点反对	有点同意	有点同意	有点同意	同意	有点同意	有点同意	有点同意	同意	有点同意	同意	有点反对	有点反对	有点同意	有点同意	有点同意	有点同意	有点同意	同意	有点反对	有点同意	反对	同意	同意	有点同意	有点反对	同意	有点反对	有点反对	有点同意	有点反对	有点同意	反对	有点同意	201711061202
2021-01-14 03:06:26	2021-01-14 03:10:03	IP Address	117.136.0.72	100	216	True	2021-01-14 03:10:03	R_3saGv3TV6nsprj8					39.928802490234375	116.388885498046875	qr	ZH-S	中立	中立	比较同意	比较同意	比较同意	中立	比较反对	比较同意	中立	比较同意	同意	有点反对	有点同意	有点同意	有点同意	反对	有点同意	有点同意	有点同意	同意	同意	有点同意	有点同意	有点同意	同意	非常同意	有点同意	有点同意	有点同意	同意	有点反对	有点同意	有点反对	同意	有点同意	同意	有点同意	同意	同意	有点同意	有点同意	有点同意	同意	有点反对	反对	同意	反对	有点同意	有点同意	有点同意	反对	有点同意	201921150033
2021-01-14 03:49:40	2021-01-14 03:53:10	IP Address	117.136.38.137	100	209	True	2021-01-14 03:53:10	R_1mf7o85izPxs1cL					39.928802490234375	116.388885498046875	qr	ZH-S	比较同意	比较同意	完全不同意	比较反对	完全同意	比较同意	比较同意	比较同意	比较反对	完全不同意	有点反对	反对	有点同意	有点反对	反对	同意	有点同意	有点同意	反对	有点反对	有点反对	有点同意	有点反对	有点反对	有点反对	有点反对	同意	同意	有点同意	有点同意	同意	有点同意	同意	有点同意	有点同意	有点同意	有点同意	有点反对	有点反对	同意	同意	同意	同意	反对	反对	反对	有点反对	非常同意	有点同意	同意	反对	有点同意	201711260230
2021-01-14 04:29:08	2021-01-14 04:33:31	IP Address	223.104.38.246	100	263	True	2021-01-14 04:33:32	R_2rYER7UW7PHfeSO					39.928802490234375	116.388885498046875	qr	ZH-S	中立	比较同意	完全同意	比较同意	比较同意	比较同意	比较同意	比较同意	比较反对	比较同意	反对	反对	同意	有点同意	同意	反对	反对	有点同意	反对	同意	有点同意	反对	有点同意	有点反对	有点反对	反对	同意	同意	同意	有点反对	有点反对	同意	有点反对	同意	有点同意	同意	同意	有点反对	有点反对	反对	同意	有点同意	反对	同意	同意	有点反对	有点反对	反对	反对	同意	反对	有点同意	201711140117
2021-01-14 05:03:16	2021-01-14 05:09:52	IP Address	223.104.44.8	100	396	True	2021-01-14 05:09:53	R_2WHFIRzAKdzgjV1					39.928802490234375	116.388885498046875	qr	ZH-S	比较同意	比较同意	中立	比较同意	比较同意	中立	比较反对	比较反对	完全不同意	中立	反对	反对	有点同意	同意	有点同意	反对	有点同意	有点同意	反对	有点同意	有点同意	同意	同意	非常同意	同意	同意	非常同意	非常同意	同意	有点反对	有点反对	同意	同意	同意	有点反对	同意	有点同意	有点同意	有点反对	有点反对	同意	同意	有点反对	反对	有点同意	有点反对	反对	有点反对	反对	有点同意	反对	有点同意	202011051073
2021-01-14 05:31:23	2021-01-14 05:36:10	IP Address	219.142.99.24	100	286	True	2021-01-14 05:36:10	R_2S7x0NWbcXFBwVe					39.928802490234375	116.388885498046875	qr	ZH-S	比较同意	完全同意	比较同意	完全同意	比较同意	完全同意	比较同意	比较反对	中立	中立	有点同意	反对	有点反对	同意	有点同意	有点同意	有点同意	有点反对	有点同意	有点同意	非常同意	非常同意	非常同意	有点同意	有点同意	同意	同意	同意	有点同意	有点反对	有点反对	有点同意	有点反对	同意	有点同意	同意	非常同意	同意	有点同意	同意	同意	有点同意	有点反对	有点同意	有点同意	同意	有点同意	有点反对	有点反对	同意	反对	有点同意	201811940310
2021-01-14 17:23:02	2021-01-14 17:27:21	IP Address	106.121.181.176	100	259	True	2021-01-14 17:27:21	R_12M9ApPbOk2PDvG					39.928802490234375	116.388885498046875	qr	ZH-S	比较同意	比较同意	中立	完全同意	完全同意	完全同意	比较同意	比较反对	比较同意	比较同意	反对	有点反对	非常反对	同意	有点反对	同意	有点反对	有点反对	反对	同意	有点同意	有点同意	同意	同意	有点同意	非常同意	非常同意	同意	同意	同意	同意	有点同意	有点同意	同意	有点同意	同意	同意	有点反对	有点反对	有点反对	有点反对	非常同意	反对	同意	有点同意	有点反对	反对	有点反对	有点反对	有点同意	反对	有点同意	201911061147
2021-01-14 18:00:52	2021-01-14 18:05:09	IP Address	114.242.250.187	100	256	True	2021-01-14 18:05:10	R_2AZqQiX7I0lenQ4					39.928802490234375	116.388885498046875	qr	ZH-S	比较同意	比较同意	比较同意	比较同意	比较同意	比较同意	比较同意	比较反对	比较反对	比较反对	有点反对	有点反对	同意	有点反对	非常同意	有点同意	有点同意	有点同意	非常反对	有点同意	有点同意	有点反对	有点同意	有点反对	有点同意	有点同意	同意	有点同意	有点同意	非常反对	反对	有点同意	有点反对	同意	有点同意	有点同意	同意	同意	同意	同意	非常同意	有点同意	有点反对	有点同意	有点反对	有点反对	有点反对	有点同意	有点同意	有点同意	反对	有点同意	202011051056
2021-01-14 18:54:01	2021-01-14 18:57:57	IP Address	49.112.178.81	100	236	True	2021-01-14 18:57:58	R_3fxuTvfVq8WMHBi					34.7725067138671875	113.726593017578125	qr	ZH-S	比较反对	比较同意	比较反对	比较同意	中立	中立	完全同意	比较同意	比较同意	比较同意	反对	非常反对	非常反对	非常同意	有点同意	反对	反对	反对	非常反对	有点同意	非常同意	有点同意	同意	非常同意	有点同意	同意	非常同意	同意	同意	反对	反对	非常同意	反对	同意	同意	同意	有点同意	有点同意	有点反对	有点同意	有点同意	有点同意	同意	反对	反对	同意	同意	有点同意	有点同意	同意	反对	有点同意	202011051089
2021-01-14 19:30:24	2021-01-14 19:33:00	IP Address	124.64.16.188	100	156	True	2021-01-14 19:33:00	R_3k5qCHr1PsURivv					39.928802490234375	116.388885498046875	qr	ZH-S	中立	中立	比较反对	比较反对	比较同意	完全同意	中立	比较反对	比较反对	中立	有点同意	有点反对	反对	有点同意	有点同意	有点同意	同意	有点反对	反对	同意	同意	有点同意	同意	同意	有点同意	有点同意	同意	有点同意	有点同意	反对	反对	同意	反对	同意	同意	有点同意	同意	同意	同意	同意	同意	非常同意	有点反对	同意	同意	同意	反对	有点同意	有点同意	同意	反对	有点同意	201921160016
2021-01-14 19:56:40	2021-01-14 20:00:25	IP Address	210.31.76.117	100	224	True	2021-01-14 20:00:25	R_2wLglrCsTnODE8W					34.7725067138671875	113.726593017578125	qr	ZH-S	比较同意	中立	中立	中立	比较同意	比较反对	比较同意	中立	比较反对	比较同意	有点反对	反对	有点同意	有点反对	有点反对	有点反对	有点反对	反对	有点反对	有点反对	有点同意	有点反对	有点同意	有点同意	有点同意	有点同意	有点同意	同意	有点同意	有点反对	反对	有点同意	有点同意	有点同意	有点同意	同意	同意	有点同意	有点反对	有点反对	同意	有点同意	反对	同意	同意	有点同意	有点反对	有点反对	有点反对	有点同意	反对	有点同意	202011051011
2021-01-14 20:53:22	2021-01-14 20:56:53	IP Address	117.136.0.244	100	211	True	2021-01-14 20:56:53	R_3mgHyeYSqiXRfXv					39.928802490234375	116.388885498046875	qr	ZH-S	比较同意	比较同意	比较同意	比较反对	比较同意	中立	比较同意	中立	中立	中立	有点同意	有点反对	有点同意	有点同意	有点同意	有点同意	有点同意	有点反对	有点同意	有点同意	非常同意	有点同意	有点同意	有点反对	有点同意	有点同意	同意	有点同意	有点同意	有点同意	同意	有点反对	有点反对	有点反对	有点同意	有点同意	有点反对	有点反对	有点同意	有点同意	有点同意	有点同意	有点同意	有点反对	同意	有点同意	有点同意	有点同意	有点同意	有点同意	有点同意	有点同意	202021040012
2021-01-14 22:30:27	2021-01-14 22:37:17	IP Address	223.104.38.233	100	409	True	2021-01-14 22:37:17	R_3PSKYhFHS2Yk6jN					39.928802490234375	116.388885498046875	qr	ZH-S	比较同意	比较同意	中立	比较反对	比较同意	比较同意	中立	中立	中立	比较同意	有点同意	有点同意	有点同意	有点同意	同意	有点同意	有点同意	有点同意	有点同意	同意	同意	同意	同意	同意	同意	同意	同意	同意	同意	有点反对	有点反对	有点同意	有点反对	同意	有点同意	有点反对	有点同意	有点同意	有点同意	有点同意	同意	有点同意	非常同意	有点反对	有点反对	同意	有点反对	同意	非常同意	有点同意	反对	有点同意	202011061070
2021-01-14 23:00:56	2021-01-14 23:05:25	IP Address	223.104.38.243	100	268	True	2021-01-14 23:05:25	R_21EvUbPNMgxje9I					39.928802490234375	116.388885498046875	qr	ZH-S	比较同意	比较同意	比较同意	比较同意	中立	比较同意	中立	比较反对	比较反对	中立	非常同意	同意	同意	非常反对	非常同意	非常同意	同意	有点同意	反对	非常同意	有点反对	同意	有点同意	有点同意	有点同意	非常同意	同意	同意	同意	非常反对	反对	非常同意	反对	非常同意	非常同意	非常同意	非常同意	同意	有点同意	同意	有点同意	同意	同意	反对	有点反对	反对	有点反对	有点同意	有点同意	同意	反对	有点同意	202011061054
2021-01-14 23:32:31	2021-01-14 23:39:56	IP Address	117.136.0.232	100	444	True	2021-01-14 23:39:56	R_2V2BuklIrKDaSuR					39.928802490234375	116.388885498046875	qr	ZH-S	比较同意	比较同意	完全同意	完全同意	完全同意	完全同意	中立	比较反对	比较反对	比较同意	非常同意	非常反对	非常反对	反对	有点同意	非常反对	非常反对	非常同意	非常反对	同意	非常同意	非常同意	非常同意	非常同意	有点同意	非常同意	反对	有点同意	有点反对	有点反对	反对	同意	反对	非常同意	非常同意	非常同意	同意	有点同意	同意	有点同意	非常同意	非常同意	反对	非常同意	非常同意	有点反对	有点反对	有点同意	有点同意	非常同意	反对	有点同意	202031061007
2021-01-14 23:59:05	2021-01-15 00:02:57	IP Address	117.136.0.93	100	231	True	2021-01-15 00:02:57	R_2y3hJktcRGRSTRU					39.928802490234375	116.388885498046875	qr	ZH-S	中立	比较同意	中立	比较同意	比较同意	比较同意	比较同意	中立	中立	比较同意	有点同意	反对	有点反对	有点反对	有点同意	反对	有点同意	有点反对	反对	同意	有点同意	同意	有点同意	有点同意	同意	同意	同意	同意	有点同意	有点反对	反对	有点同意	反对	同意	有点同意	有点同意	同意	有点同意	有点同意	有点同意	同意	同意	有点同意	有点反对	有点反对	有点同意	有点反对	同意	有点同意	同意	反对	有点同意	202011061101
2021-01-15 00:28:42	2021-01-15 00:33:00	IP Address	124.64.17.98	100	258	True	2021-01-15 00:33:01	R_3J3hTvlvkFooaQl					39.928802490234375	116.388885498046875	qr	ZH-S	比较同意	比较同意	比较同意	比较同意	比较同意	比较同意	比较同意	比较反对	比较反对	比较同意	有点反对	反对	反对	有点反对	有点反对	同意	有点反对	有点反对	反对	同意	同意	有点同意	有点反对	有点反对	有点同意	有点同意	同意	同意	同意	反对	反对	同意	反对	同意	有点反对	有点同意	有点反对	有点同意	有点反对	有点反对	同意	有点同意	有点反对	有点反对	有点反对	反对	有点反对	有点同意	有点同意	同意	反对	有点同意	201911120162
2021-01-15 20:36:43	2021-01-15 20:41:01	IP Address	223.104.38.5	100	258	True	2021-01-15 20:41:01	R_9NCL90ITYYjYALL					39.928802490234375	116.388885498046875	qr	ZH-S	比较同意	比较同意	比较同意	完全同意	比较同意	比较同意	比较反对	比较同意	中立	中立	同意	有点同意	同意	非常反对	有点同意	同意	同意	有点反对	有点同意	有点反对	有点反对	反对	有点同意	有点反对	有点反对	有点反对	有点同意	有点同意	有点同意	反对	有点同意	有点同意	有点同意	同意	非常同意	同意	有点同意	有点同意	有点同意	反对	有点反对	有点同意	同意	有点同意	反对	同意	有点同意	有点反对	有点反对	同意	反对	有点同意	201711061119
