StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q21_1	Q21_2	Q21_3	Q21_4	Q21_5	Q21_6	Q21_7	Q21_8	Q21_9	Q21_10	Q21_11	Q21_12	Q21_13	Q21_14	Q21_15	Q21_16	Q21_17	Q21_18	Q21_19	Q21_20	Q22
2021/1/13 17:25	2021/1/13 17:25	IP Address	59.64.54.119	100	51	TRUE	2021/1/13 17:25	R_1fZoQAjWQKAl4uU					24.31170654	109.3861084	anonymous	ZH-S	反对	中立	中立	反对	中立	完全反对	反对	完全反对	反对	比较反对	比较反对	中立	中立	比较反对	反对	比较反对	中立	中立	比较反对	同意	有点不满意
2021/1/13 17:28	2021/1/13 17:29	IP Address	59.64.54.119	100	49	TRUE	2021/1/13 17:29	R_2S8OQhMsV2mwc2D					24.31170654	109.3861084	anonymous	ZH-S	中立	中立	比较反对	中立	比较同意	中立	同意	同意	同意	同意	比较同意	中立	同意	比较同意	比较反对	比较反对	比较同意	中立	中立	同意	中立
2021/1/13 17:32	2021/1/13 17:33	IP Address	59.64.54.119	100	52	TRUE	2021/1/13 17:33	R_293QzXeaPJQpKcb					24.31170654	109.3861084	anonymous	ZH-S	中立	中立	中立	中立	比较同意	中立	比较同意	比较反对	比较同意	中立	比较反对	比较反对	中立	反对	中立	反对	比较同意	中立	比较反对	同意	有点不满意
2021/1/13 17:47	2021/1/13 17:49	IP Address	59.64.54.119	100	137	TRUE	2021/1/13 17:49	R_3ilGkePyrkES0oh					24.31170654	109.3861084	anonymous	ZH-S	比较反对	反对	中立	比较反对	反对	同意	比较反对	同意	同意	比较同意	中立	比较反对	中立	中立	比较反对	比较反对	比较反对	反对	比较反对	同意	有点不满意
2021/1/13 17:52	2021/1/13 17:53	IP Address	59.64.54.119	100	83	TRUE	2021/1/13 17:53	R_2fiF3ZE2Aw0s2kX					24.31170654	109.3861084	anonymous	ZH-S	比较同意	比较同意	同意	完全同意	同意	同意	比较反对	反对	比较同意	反对	反对	反对	反对	中立	中立	中立	同意	反对	同意	同意	有点满意
2021/1/13 17:56	2021/1/13 17:57	IP Address	59.64.54.119	100	79	TRUE	2021/1/13 17:57	R_1Ksi4nv2LyPxZ3e					24.31170654	109.3861084	anonymous	ZH-S	反对	反对	比较反对	中立	反对	比较同意	比较同意	中立	同意	中立	同意	比较反对	同意	同意	中立	完全反对	比较反对	完全反对	反对	同意	有点不满意
2021/1/13 17:59	2021/1/13 18:01	IP Address	59.64.54.119	100	93	TRUE	2021/1/13 18:01	R_BFLdpBRv4P4Huox					24.31170654	109.3861084	anonymous	ZH-S	比较反对	反对	比较反对	中立	比较反对	同意	同意	中立	比较同意	比较反对	反对	比较反对	完全同意	比较反对	比较反对	反对	反对	反对	中立	同意	中立
2021/1/13 18:43	2021/1/13 18:45	IP Address	59.64.54.119	100	114	TRUE	2021/1/13 18:45	R_2BnyLjEHuFKRtG7					24.31170654	109.3861084	anonymous	ZH-S	比较同意	比较同意	同意	比较同意	同意	反对	中立	比较反对	中立	比较反对	比较反对	比较同意	比较同意	反对	完全反对	完全反对	完全反对	比较反对	中立	同意	有点不满意
2021/1/13 18:48	2021/1/13 18:49	IP Address	59.64.54.119	100	84	TRUE	2021/1/13 18:49	R_UDx4lhQLAYtiujv					24.31170654	109.3861084	anonymous	ZH-S	比较反对	比较同意	比较同意	比较同意	比较同意	比较反对	反对	比较反对	比较反对	比较同意	反对	反对	反对	反对	比较反对	比较反对	中立	中立	比较同意	同意	有点满意
2021/1/13 18:52	2021/1/13 18:53	IP Address	59.64.54.119	100	67	TRUE	2021/1/13 18:53	R_Og8HxG6UeeK9ojv					24.31170654	109.3861084	anonymous	ZH-S	同意	比较同意	比较同意	同意	同意	同意	完全同意	比较同意	完全同意	完全同意	同意	比较反对	完全同意	中立	同意	比较反对	反对	比较反对	中立	同意	中立
2021/1/13 18:56	2021/1/13 18:57	IP Address	59.64.54.119	100	74	TRUE	2021/1/13 18:57	R_2tMw43m4oacaMsE					24.31170654	109.3861084	anonymous	ZH-S	比较反对	反对	反对	反对	反对	反对	比较同意	反对	比较同意	反对	中立	中立	比较同意	比较同意	完全反对	完全反对	完全反对	反对	反对	同意	一般不满意
2021/1/13 19:10	2021/1/13 19:12	IP Address	59.64.54.119	100	116	TRUE	2021/1/13 19:12	R_50ZLYwaf4IQy6Wt					24.31170654	109.3861084	anonymous	ZH-S	反对	反对	比较反对	反对	反对	反对	反对	比较反对	反对	反对	中立	同意	比较反对	同意	反对	反对	比较反对	反对	反对	同意	中立
2021/1/13 19:15	2021/1/13 19:16	IP Address	59.64.54.119	100	98	TRUE	2021/1/13 19:16	R_1kSsrKhiWl21tOD					24.31170654	109.3861084	anonymous	ZH-S	中立	比较同意	比较同意	比较同意	比较同意	中立	比较反对	比较反对	比较反对	中立	比较反对	比较反对	比较反对	反对	中立	反对	中立	比较同意	比较同意	同意	有点满意
2021/1/13 19:19	2021/1/13 19:20	IP Address	59.64.54.119	100	88	TRUE	2021/1/13 19:20	R_tLPrnrG3KylTxiV					24.31170654	109.3861084	anonymous	ZH-S	比较同意	比较同意	比较同意	同意	同意	同意	同意	中立	同意	比较同意	比较同意	反对	同意	比较同意	比较同意	比较反对	中立	比较同意	同意	同意	有点满意
2021/1/13 19:23	2021/1/13 19:24	IP Address	59.64.54.119	100	54	TRUE	2021/1/13 19:24	R_3pmStEF977nXUz2					24.31170654	109.3861084	anonymous	ZH-S	反对	反对	反对	反对	比较反对	反对	反对	反对	反对	反对	比较反对	同意	比较反对	比较同意	反对	反对	反对	比较反对	反对	同意	中立
2021/1/13 20:10	2021/1/13 20:11	IP Address	59.64.54.119	100	58	TRUE	2021/1/13 20:11	R_A6GgLRERbA5KF0J					24.31170654	109.3861084	anonymous	ZH-S	反对	完全反对	完全反对	完全反对	比较反对	反对	同意	完全反对	比较同意	反对	同意	同意	比较反对	同意	完全反对	完全反对	完全反对	反对	比较同意	同意	有点不满意
2021/1/13 20:14	2021/1/13 20:15	IP Address	59.64.54.119	100	50	TRUE	2021/1/13 20:15	R_3gSIh2Fro0z2WNn					24.31170654	109.3861084	anonymous	ZH-S	同意	完全同意	同意	同意	同意	同意	完全同意	完全同意	同意	完全同意	反对	比较同意	同意	反对	中立	完全反对	中立	同意	同意	同意	极为满意
2021/1/13 20:17	2021/1/13 20:18	IP Address	59.64.54.119	100	38	TRUE	2021/1/13 20:18	R_215PBWTMBIuQZ7p					24.31170654	109.3861084	anonymous	ZH-S	完全反对	反对	完全反对	反对	完全反对	完全反对	比较反对	完全反对	完全反对	完全反对	同意	完全同意	同意	比较同意	完全反对	完全反对	完全反对	反对	完全反对	同意	一般不满意
2021/1/13 20:21	2021/1/13 20:21	IP Address	59.64.54.119	100	31	TRUE	2021/1/13 20:21	R_d6fPnyhFI1DxWw1					24.31170654	109.3861084	anonymous	ZH-S	完全反对	完全反对	完全反对	完全反对	完全反对	完全反对	完全反对	完全反对	比较反对	完全反对	同意	完全同意	完全反对	完全同意	完全反对	完全反对	完全反对	完全反对	完全反对	同意	极不满意
2021/1/13 21:14	2021/1/13 21:15	IP Address	59.64.54.119	100	81	TRUE	2021/1/13 21:15	R_pSlJ8KwRTKjNJrb					24.31170654	109.3861084	anonymous	ZH-S	反对	完全反对	比较反对	比较反对	比较反对	比较反对	中立	比较反对	中立	反对	比较同意	比较反对	同意	中立	比较反对	反对	反对	比较反对	反对	同意	有点不满意
2021/1/13 21:18	2021/1/13 21:18	IP Address	59.64.54.119	100	44	TRUE	2021/1/13 21:18	R_2WMBxVZIpj09Yr0					24.31170654	109.3861084	anonymous	ZH-S	完全反对	完全反对	完全反对	反对	完全反对	反对	完全反对	完全反对	完全反对	完全反对	完全同意	同意	同意	完全同意	反对	完全反对	反对	完全反对	反对	同意	极不满意
2021/1/13 21:21	2021/1/13 21:22	IP Address	59.64.54.119	100	59	TRUE	2021/1/13 21:22	R_1r2F5LIUa2zXBhq					24.31170654	109.3861084	anonymous	ZH-S	反对	中立	比较同意	中立	比较同意	比较同意	比较同意	比较同意	比较同意	比较同意	反对	中立	中立	反对	比较同意	中立	比较反对	中立	比较同意	同意	有点满意
2021/1/13 21:25	2021/1/13 21:26	IP Address	59.64.54.119	100	57	TRUE	2021/1/13 21:26	R_1qfGRZueq3Amz7s					24.31170654	109.3861084	anonymous	ZH-S	中立	同意	比较同意	同意	同意	比较同意	中立	比较同意	同意	比较同意	中立	比较反对	反对	中立	同意	同意	中立	比较同意	比较同意	同意	一般满意
2021/1/13 22:08	2021/1/13 22:09	IP Address	59.64.54.119	100	92	TRUE	2021/1/13 22:09	R_2vdAI3FMCBV9wRo					24.31170654	109.3861084	anonymous	ZH-S	同意	同意	比较同意	同意	同意	中立	中立	比较反对	比较同意	中立	比较反对	反对	中立	比较同意	比较反对	比较同意	比较反对	比较同意	比较同意	同意	一般满意
2021/1/13 22:12	2021/1/13 22:14	IP Address	219.142.99.14	100	116	TRUE	2021/1/13 22:14	R_32Wtu2IqQDIkxnn					39.92880249	116.3888855	anonymous	ZH-S	中立	比较同意	比较同意	比较同意	比较同意	比较反对	比较同意	中立	中立	中立	中立	中立	比较同意	比较反对	比较反对	比较反对	反对	比较反对	中立	同意	有点满意
2021/1/13 22:16	2021/1/13 22:18	IP Address	59.64.54.119	100	79	TRUE	2021/1/13 22:18	R_2xPgGoY4MkjaCxb					24.31170654	109.3861084	anonymous	ZH-S	中立	比较反对	比较同意	比较反对	比较同意	比较反对	同意	中立	比较同意	比较反对	比较同意	中立	同意	比较同意	反对	比较反对	反对	比较反对	中立	同意	有点满意
2021/1/13 22:20	2021/1/13 22:21	IP Address	59.64.54.119	100	66	TRUE	2021/1/13 22:21	R_2Vr9EhiM7JViQ5K					24.31170654	109.3861084	anonymous	ZH-S	比较同意	同意	同意	同意	比较同意	同意	比较同意	比较同意	比较同意	比较同意	比较反对	比较反对	比较同意	比较反对	中立	中立	比较同意	同意	比较同意	同意	一般满意
2021/1/13 22:35	2021/1/13 22:37	IP Address	59.64.54.119	100	99	TRUE	2021/1/13 22:37	R_3hroaY6IKO2O0H1					24.31170654	109.3861084	anonymous	ZH-S	比较同意	比较反对	同意	比较同意	同意	比较同意	比较同意	比较同意	同意	同意	反对	比较反对	比较同意	反对	比较反对	比较反对	比较同意	比较同意	比较同意	同意	一般满意
2021/1/13 22:40	2021/1/13 22:42	IP Address	59.64.54.119	100	124	TRUE	2021/1/13 22:42	R_2wNC5fHTuJhbYbd					24.31170654	109.3861084	anonymous	ZH-S	中立	比较反对	比较同意	比较同意	同意	比较同意	比较同意	比较反对	中立	同意	中立	比较同意	比较反对	比较反对	比较反对	反对	反对	比较反对	比较反对	同意	有点满意
2021/1/13 22:44	2021/1/13 22:46	IP Address	59.64.54.119	100	83	TRUE	2021/1/13 22:46	R_3j3BAznwimUC2pd					24.31170654	109.3861084	anonymous	ZH-S	比较同意	比较同意	同意	比较同意	同意	同意	比较同意	中立	比较同意	比较反对	比较同意	中立	比较同意	比较同意	比较反对	比较反对	比较反对	反对	比较同意	同意	中立
2021/1/13 22:48	2021/1/13 22:50	IP Address	59.64.54.119	100	86	TRUE	2021/1/13 22:50	R_2TSo3VYkA4ZJDFQ					24.31170654	109.3861084	anonymous	ZH-S	中立	比较反对	中立	比较反对	比较同意	同意	比较同意	比较同意	同意	同意	比较反对	同意	比较同意	比较反对	中立	反对	反对	同意	同意	同意	一般满意
2021/1/13 23:07	2021/1/13 23:08	IP Address	59.64.54.119	100	72	TRUE	2021/1/13 23:08	R_29mtn7JFJ9IBNUz					24.31170654	109.3861084	anonymous	ZH-S	比较反对	反对	反对	比较反对	比较反对	中立	比较反对	反对	比较反对	反对	比较反对	比较反对	中立	比较同意	比较反对	比较反对	反对	比较反对	比较反对	同意	有点不满意
2021/1/13 23:11	2021/1/13 23:11	IP Address	59.64.54.119	100	51	TRUE	2021/1/13 23:11	R_2bV1UemswolyFC2					24.31170654	109.3861084	anonymous	ZH-S	比较反对	比较反对	比较反对	比较反对	比较反对	比较反对	比较反对	中立	中立	比较反对	中立	比较同意	中立	比较同意	比较反对	比较反对	比较反对	比较反对	比较反对	同意	有点不满意
2021/1/13 23:14	2021/1/13 23:15	IP Address	59.64.54.119	100	45	TRUE	2021/1/13 23:15	R_2QWEbRjWx46TYDv					24.31170654	109.3861084	anonymous	ZH-S	比较反对	比较反对	比较反对	比较反对	比较反对	比较反对	比较反对	比较反对	中立	比较反对	比较反对	比较同意	中立	比较同意	比较反对	比较同意	比较反对	比较反对	比较反对	同意	中立
2021/1/13 23:17	2021/1/13 23:18	IP Address	59.64.54.119	100	45	TRUE	2021/1/13 23:18	R_2s5W4d4eyF97iTz					24.31170654	109.3861084	anonymous	ZH-S	比较反对	比较反对	比较反对	比较反对	比较反对	比较同意	中立	比较反对	比较同意	比较同意	比较反对	比较同意	比较同意	比较反对	比较同意	比较反对	比较反对	比较反对	比较反对	同意	有点满意
2021/1/13 23:35	2021/1/13 23:37	IP Address	59.64.54.119	100	96	TRUE	2021/1/13 23:37	R_vuHJVondoeLRedb					24.31170654	109.3861084	anonymous	ZH-S	中立	比较同意	比较同意	比较同意	比较同意	中立	比较反对	比较反对	比较反对	中立	比较同意	比较反对	比较同意	比较同意	比较反对	反对	比较反对	比较反对	中立	同意	中立
2021/1/13 23:40	2021/1/13 23:41	IP Address	59.64.54.119	100	91	TRUE	2021/1/13 23:41	R_1CsBs6zO85Artdr					24.31170654	109.3861084	anonymous	ZH-S	同意	中立	比较同意	比较同意	同意	比较同意	同意	同意	比较同意	比较同意	比较反对	比较同意	比较反对	完全反对	比较同意	反对	比较反对	比较反对	中立	同意	一般满意
2021/1/13 23:44	2021/1/13 23:45	IP Address	59.64.54.119	100	76	TRUE	2021/1/13 23:45	R_3L7l2erTDvtd4CD					24.31170654	109.3861084	anonymous	ZH-S	反对	比较同意	比较反对	比较反对	比较反对	反对	反对	反对	反对	反对	比较反对	比较同意	比较同意	比较同意	比较同意	完全反对	反对	反对	比较反对	同意	一般不满意
2021/1/13 23:48	2021/1/13 23:48	IP Address	59.64.54.119	100	54	TRUE	2021/1/13 23:48	R_3hmBdTrzfpLTkGc					24.31170654	109.3861084	anonymous	ZH-S	同意	完全同意	同意	同意	完全同意	同意	完全同意	同意	同意	同意	比较同意	反对	同意	中立	比较同意	中立	比较同意	比较同意	比较同意	同意	一般满意
2021/1/14 0:13	2021/1/14 0:14	IP Address	219.142.99.14	100	82	TRUE	2021/1/14 0:14	R_31XkUdvmmTA74DW					39.92880249	116.3888855	anonymous	ZH-S	反对	完全反对	反对	反对	反对	中立	反对	中立	中立	反对	中立	比较反对	同意	比较反对	反对	反对	比较同意	中立	反对	同意	有点不满意
2021/1/14 0:17	2021/1/14 0:18	IP Address	219.142.99.14	100	81	TRUE	2021/1/14 0:18	R_3hseSFjeVWvDJeW					39.92880249	116.3888855	anonymous	ZH-S	中立	反对	中立	中立	中立	中立	比较同意	比较同意	中立	比较同意	比较同意	反对	比较同意	反对	中立	反对	中立	中立	比较反对	同意	中立
2021/1/14 0:21	2021/1/14 0:22	IP Address	219.142.99.14	100	65	TRUE	2021/1/14 0:22	R_3rSwypodJHmVzgx					39.92880249	116.3888855	anonymous	ZH-S	比较同意	比较同意	中立	中立	比较同意	比较同意	比较反对	中立	中立	中立	中立	反对	中立	中立	比较反对	反对	比较同意	中立	比较同意	同意	有点满意
2021/1/14 0:25	2021/1/14 0:25	IP Address	219.142.99.14	100	51	TRUE	2021/1/14 0:25	R_xyzrAYTuVIqbCAp					39.92880249	116.3888855	anonymous	ZH-S	反对	反对	反对	反对	反对	反对	反对	反对	反对	反对	中立	中立	中立	同意	反对	反对	反对	反对	反对	同意	一般不满意
2021/1/14 0:42	2021/1/14 0:43	IP Address	219.142.99.14	100	80	TRUE	2021/1/14 0:43	R_1Q5wV6QMK0q9Voq					39.92880249	116.3888855	anonymous	ZH-S	反对	完全反对	完全反对	反对	完全反对	反对	反对	比较反对	中立	比较反对	比较同意	比较同意	比较同意	同意	比较反对	比较反对	完全反对	中立	完全反对	同意	有点不满意
2021/1/14 0:46	2021/1/14 0:47	IP Address	219.142.99.14	100	69	TRUE	2021/1/14 0:47	R_dnGvyjNEExJbOKJ					39.92880249	116.3888855	anonymous	ZH-S	反对	反对	完全反对	反对	反对	比较反对	反对	比较反对	比较同意	比较反对	比较反对	中立	中立	反对	反对	完全反对	反对	反对	比较反对	同意	中立
2021/1/14 0:50	2021/1/14 0:50	IP Address	219.142.99.14	100	48	TRUE	2021/1/14 0:50	R_2uBNA5GANdEuhvs					39.92880249	116.3888855	anonymous	ZH-S	中立	同意	同意	同意	同意	完全同意	完全同意	同意	同意	完全同意	中立	反对	比较同意	中立	比较同意	中立	比较反对	同意	比较同意	同意	一般满意
2021/1/14 0:53	2021/1/14 0:54	IP Address	219.142.99.14	100	67	TRUE	2021/1/14 0:54	R_3fBgrzNixtvY66g					39.92880249	116.3888855	anonymous	ZH-S	反对	反对	中立	比较反对	比较反对	完全反对	完全反对	反对	反对	反对	中立	比较同意	中立	中立	反对	完全反对	完全反对	比较反对	反对	同意	有点不满意
2021/1/14 1:37	2021/1/14 1:38	IP Address	59.64.54.119	100	85	TRUE	2021/1/14 1:38	R_3Gy2lf5KZfn4q3r					24.31170654	109.3861084	anonymous	ZH-S	比较反对	比较反对	反对	比较反对	比较反对	比较反对	比较反对	比较同意	比较反对	中立	比较反对	同意	比较反对	反对	比较反对	比较反对	比较反对	同意	反对	同意	一般满意
2021/1/14 1:41	2021/1/14 1:42	IP Address	59.64.54.119	100	46	TRUE	2021/1/14 1:42	R_3EMV6UZMGTvZQRY					24.31170654	109.3861084	anonymous	ZH-S	比较同意	比较同意	比较同意	中立	同意	比较同意	同意	比较同意	比较反对	同意	比较同意	中立	比较同意	中立	比较反对	比较同意	同意	比较同意	比较同意	同意	有点满意
2021/1/14 1:44	2021/1/14 1:45	IP Address	59.64.54.119	100	48	TRUE	2021/1/14 1:45	R_3Dj3RlPQ4sljHmg					24.31170654	109.3861084	anonymous	ZH-S	完全反对	完全反对	完全反对	反对	完全反对	比较反对	反对	反对	比较反对	比较反对	比较同意	同意	同意	同意	反对	比较反对	反对	反对	反对	同意	一般不满意
2021/1/14 1:48	2021/1/14 1:48	IP Address	59.64.54.119	100	40	TRUE	2021/1/14 1:48	R_3F2mPahmpnnbGQZ					24.31170654	109.3861084	anonymous	ZH-S	比较同意	比较同意	比较同意	同意	同意	同意	同意	比较同意	完全同意	完全同意	比较同意	比较反对	同意	中立	同意	比较反对	比较同意	比较反对	同意	同意	一般满意
2021/1/14 2:04	2021/1/14 2:07	IP Address	59.64.54.119	100	170	TRUE	2021/1/14 2:07	R_sBwO3D57Xj3i5sl					24.31170654	109.3861084	anonymous	ZH-S	比较反对	比较反对	中立	比较反对	反对	比较同意	同意	比较同意	同意	比较同意	比较同意	同意	同意	比较同意	比较反对	反对	比较反对	比较反对	比较反对	同意	中立
2021/1/14 2:09	2021/1/14 2:11	IP Address	59.64.54.119	100	97	TRUE	2021/1/14 2:11	R_1FQcddNREccm3uW					24.31170654	109.3861084	anonymous	ZH-S	比较同意	比较同意	中立	比较同意	比较同意	比较同意	中立	中立	比较同意	中立	中立	中立	比较同意	比较反对	比较反对	比较反对	比较反对	比较反对	中立	同意	中立
2021/1/14 2:14	2021/1/14 2:15	IP Address	219.142.99.14	100	89	TRUE	2021/1/14 2:15	R_3nl2TKO4SupSy5r					39.92880249	116.3888855	anonymous	ZH-S	比较同意	同意	比较同意	同意	比较同意	同意	同意	同意	比较同意	同意	中立	比较同意	比较同意	反对	比较同意	中立	中立	中立	中立	同意	一般满意
2021/1/14 2:18	2021/1/14 2:19	IP Address	59.64.54.119	100	100	TRUE	2021/1/14 2:19	R_290bICjZqbI14mE					24.31170654	109.3861084	anonymous	ZH-S	比较同意	比较同意	比较同意	比较同意	比较同意	同意	同意	同意	同意	同意	比较反对	比较同意	同意	完全反对	中立	比较反对	中立	中立	中立	同意	一般满意
2021/1/14 2:51	2021/1/14 2:52	IP Address	59.64.54.119	100	77	TRUE	2021/1/14 2:52	R_2E0IEL38yM7eAAJ					24.31170654	109.3861084	anonymous	ZH-S	反对	反对	中立	反对	反对	比较同意	反对	中立	反对	中立	反对	反对	同意	比较同意	比较同意	反对	反对	完全反对	反对	同意	中立
2021/1/14 2:55	2021/1/14 2:56	IP Address	219.142.99.14	100	64	TRUE	2021/1/14 2:56	R_1LGnnyviHcVNpnH					39.92880249	116.3888855	anonymous	ZH-S	比较反对	完全反对	比较反对	反对	比较同意	完全反对	比较同意	中立	比较反对	比较反对	完全反对	反对	比较同意	反对	比较反对	比较反对	比较反对	反对	比较反对	同意	有点不满意
2021/1/14 2:58	2021/1/14 2:59	IP Address	219.142.99.14	100	46	TRUE	2021/1/14 2:59	R_4YIac1cgmszj17z					39.92880249	116.3888855	anonymous	ZH-S	完全同意	同意	同意	同意	同意	同意	完全同意	完全同意	完全同意	同意	完全同意	比较反对	完全同意	比较反对	同意	同意	同意	同意	中立	同意	一般满意
2021/1/14 3:02	2021/1/14 3:03	IP Address	59.64.54.119	100	46	TRUE	2021/1/14 3:03	R_poNMWsmCs47E0YV					24.31170654	109.3861084	anonymous	ZH-S	反对	完全反对	比较反对	反对	反对	比较反对	中立	反对	反对	反对	同意	同意	同意	同意	中立	反对	比较反对	比较反对	中立	同意	中立
